date,gender,location,age,CPU,RAM,storage,color,price,knowing
2022/10/12,Female,New Taipei City,39,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/10,Female,Taichung,40,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/27,Female,Taoyuan,38,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/9/1,Male,New Taipei City,36,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2022/8/10,Male,Taipei,32,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/10/1,Male,New Taipei City,28,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,X
2022/9/14,Male,New Taipei City,29,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2022/8/3,Male,Taipei,43,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/9/28,Female,Hsinchu,31,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2022/7/28,Male,Taichung,41,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,X
2023/6/5,Male,Hsinchu,37,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/8/6,Male,New Taipei City,35,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/9/11,Female,Taipei,39,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2022/11/3,Male,Taipei,31,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2023/5/13,Female,New Taipei City,25,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/10/29,Male,Taipei,38,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Platinum,62888,O
2022/12/1,Female,Taoyuan,31,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2022/9/28,Male,Hsinchu,31,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,X
2022/9/19,Female,Hsinchu,40,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2023/5/2,Male,Taipei,30,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/11/4,Male,Taipei,31,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/8/23,Male,Taipei,31,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/8/9,Male,Taoyuan,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/6/23,Male,New Taipei City,39,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2022/9/20,Male,Taipei,41,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/9/16,Female,Taichung,35,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/8/26,Male,Hsinchu,38,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,32888,O
2023/6/10,Male,Taoyuan,31,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2022/8/24,Male,New Taipei City,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,X
2023/6/5,Male,Taipei,39,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/2,Female,,26,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/7/23,Male,Taoyuan,31,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/8/25,Female,Taoyuan,32,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2022/8/28,Male,,29,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2023/3/12,Female,Taipei,33,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/8/25,Female,Hsinchu,37,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/10/27,Male,Taoyuan,39,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/7/5,Male,Tainan,31,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,O
2022/10/29,Male,Tainan,36,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/12/27,Female,Taipei,37,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,X
2022/9/5,Female,New Taipei City,34,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/7/2,Female,,26,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2023/6/28,Male,Hsinchu,33,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/8/22,Female,Hsinchu,30,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/7/2,Male,New Taipei City,30,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/6/14,Male,Kaohsiung,36,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/10/13,Female,Taoyuan,36,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/9/18,Male,Hsinchu,43,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/22,Female,New Taipei City,34,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/9/16,Male,Taoyuan,25,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/8/1,Female,New Taipei City,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/11/17,Male,Taoyuan,35,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2023/6/23,Male,Tainan,31,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/10/8,Female,Hsinchu,36,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/20,Female,Taipei,35,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/13,Male,New Taipei City,30,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/11/12,Male,Taoyuan,36,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/17,Male,Taoyuan,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/7/24,Male,New Taipei City,34,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,X
2023/6/24,Male,New Taipei City,29,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2022/10/14,Male,Taipei,37,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/6/3,Male,New Taipei City,37,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/12/4,Male,Taoyuan,32,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/7/19,Male,Taipei,32,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/5/25,Male,New Taipei City,33,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2022/12/17,Female,New Taipei City,45,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2022/8/1,Female,New Taipei City,32,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/9/17,Female,Taoyuan,35,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,X
2022/11/25,Female,New Taipei City,38,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2022/12/2,Female,,34,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2022/7/29,Female,New Taipei City,44,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/3,Female,New Taipei City,36,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/3/26,Female,New Taipei City,42,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/23,Male,Tainan,29,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/17,Male,Taipei,39,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/12/13,Female,New Taipei City,36,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,O
2022/10/31,Male,New Taipei City,35,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/6/29,Male,Taipei,34,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2022/10/16,Female,Taipei,35,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/9/2,Male,Taichung,35,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2022/10/13,Male,Hsinchu,38,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/7/20,Male,Taipei,29,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Sapphire,62888,O
2022/12/29,Male,Taoyuan,34,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,O
2022/7/16,Male,New Taipei City,34,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/8/9,Female,Taipei,30,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2022/10/24,Male,Taipei,34,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2023/6/30,Male,New Taipei City,45,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/11/6,Male,Taoyuan,35,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2022/8/9,Male,Hsinchu,36,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/10/29,Female,Taipei,30,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/11/2,Female,Taipei,30,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,51990,X
2022/8/13,Female,Taipei,25,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,X
2022/10/1,Female,Taoyuan,37,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2023/2/20,Female,Kaohsiung,37,12th Gen Intel Core i5-1235U,8GB,128GB M.2 2230 PCIe NVMe SSD,Forest,29888,O
2022/11/18,Female,Taichung,39,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/8/6,Female,New Taipei City,30,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,X
2022/12/2,Male,Taoyuan,35,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,X
2022/10/25,Male,Taipei,34,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/9/1,Female,Taipei,27,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Platinum,35888,O
2023/4/11,Male,Taoyuan,34,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/8/28,Female,Taipei,33,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2023/5/21,Female,Taoyuan,34,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2022/10/29,Female,Hsinchu,36,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/7/5,Female,New Taipei City,36,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/10/16,Female,Tainan,33,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/16,Female,New Taipei City,33,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/5/9,Female,Tainan,43,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,X
2023/5/2,Female,Hsinchu,37,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,X
2022/9/2,Female,Taoyuan,33,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/8/29,Male,Taichung,25,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/9/11,Male,Taichung,25,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2022/9/12,Male,Taipei,43,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/10/4,Male,New Taipei City,32,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/12/14,Male,Hsinchu,27,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/7/26,Male,Taipei,33,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2023/6/28,Female,New Taipei City,34,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2023/3/7,Male,New Taipei City,26,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,57788,O
2022/10/18,Male,New Taipei City,32,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/22,Male,New Taipei City,37,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,X
2022/9/4,Male,New Taipei City,24,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,X
2022/11/7,Male,Taipei,27,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,38990,O
2023/5/20,Male,New Taipei City,38,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2022/10/27,Male,New Taipei City,40,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/6/26,Male,New Taipei City,32,12th Gen Intel Core i7-1255U,32GB,1TB M.2 2230 PCIe NVMe SSD,Forest,75888,O
2023/4/28,Male,New Taipei City,39,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,X
2022/7/22,Male,Taipei,37,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/9/19,Male,Taipei,38,12th Gen Intel Core i7-1255U,32GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,75888,O
2022/10/5,Female,New Taipei City,20,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,38990,O
2022/11/27,Male,Tainan,43,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/8/25,Male,New Taipei City,31,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,X
2022/9/14,Male,Taoyuan,34,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,X
2023/5/10,Male,Hsinchu,30,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,X
2022/10/13,Female,New Taipei City,36,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2022/10/12,Male,Taipei,34,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2022/10/3,Male,Taoyuan,25,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2023/4/17,Female,Kaohsiung,31,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Forest,62888,O
2022/9/6,Male,New Taipei City,28,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/7/27,Male,Taipei,36,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/7/10,Male,Taipei,36,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Platinum,62888,O
2022/8/11,Female,Hsinchu,37,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/8/24,Male,,42,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,45888,O
2022/8/3,Female,New Taipei City,28,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,O
2022/11/15,Female,Taoyuan,35,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,45888,O
2022/8/15,Male,Tainan,36,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,32888,O
2022/11/20,Female,Hsinchu,37,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/10/17,Female,Taipei,27,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/7/11,,Hsinchu,42,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,X
2022/7/14,Male,New Taipei City,38,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,X
2022/9/30,Male,Taipei,30,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/7/19,Female,Tainan,36,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/10/18,Female,Hsinchu,42,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2023/6/2,Female,Hsinchu,43,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2022/12/20,Male,Taipei,22,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/11/30,Male,Hsinchu,40,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2023/6/30,Female,Hsinchu,34,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2022/10/14,Female,New Taipei City,32,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,X
2022/11/27,Male,Kaohsiung,26,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,X
2022/8/16,Female,Hsinchu,41,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Platinum,57788,O
2022/10/21,Female,New Taipei City,24,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2022/8/28,Male,Taoyuan,40,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/28,Male,Taipei,30,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2023/6/19,Male,Taichung,34,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/8/27,Male,New Taipei City,28,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,57788,O
2023/6/26,Female,New Taipei City,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/9/9,Male,Taipei,34,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Sapphire,51990,O
2022/9/19,Female,Tainan,43,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Graphite,35888,O
2022/7/8,Male,Taichung,26,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,38990,O
2022/7/10,Female,Kaohsiung,37,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/12/25,Female,New Taipei City,33,12th Gen Intel Core i7-1255U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,57788,O
2022/9/5,Female,Taipei,38,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,X
2022/10/11,Male,Taoyuan,38,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,X
2022/7/4,Male,Hsinchu,34,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/7/16,Male,Taipei,39,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2022/9/24,Male,Taichung,38,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/2,Male,Tainan,34,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Graphite,62888,O
2022/10/27,Male,Hsinchu,30,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/8/16,Male,Hsinchu,38,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,O
2022/9/5,Female,New Taipei City,36,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,38990,X
2022/8/1,Male,Hsinchu,36,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,X
2022/11/1,Male,Taipei,33,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,51990,O
2022/7/25,Male,Taipei,33,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/11/24,Female,Taipei,27,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2022/7/21,Male,Taipei,41,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/12/26,Male,New Taipei City,37,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2022/7/22,Male,Taipei,33,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Graphite,45888,O
2022/9/8,Female,New Taipei City,34,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2022/11/14,Female,Kaohsiung,28,12th Gen Intel Core i5-1235U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,38990,O
2022/8/18,Female,Taoyuan,30,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2022/9/7,Male,Tainan,37,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
2023/6/22,Female,New Taipei City,41,12th Gen Intel Core i7-1255U,16GB,1TB M.2 2230 PCIe NVMe SSD,Sapphire,62888,O
2022/11/3,Male,New Taipei City,36,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Graphite,32888,O
2022/7/14,Male,Taipei,39,12th Gen Intel Core i5-1235U,16GB,128GB M.2 2230 PCIe NVMe SSD,Forest,35888,O
2022/7/21,Male,Taipei,36,12th Gen Intel Core i5-1235U,8GB,512GB M.2 2230 PCIe NVMe SSD,Sapphire,35888,O
2022/9/12,Female,Taipei,36,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Platinum,51990,O
2022/7/9,Female,Taichung,35,12th Gen Intel Core i5-1235U,8GB,256GB M.2 2230 PCIe NVMe SSD,Forest,32888,O
2022/11/18,Male,Taipei,33,12th Gen Intel Core i7-1255U,16GB,256GB M.2 2230 PCIe NVMe SSD,Forest,51990,O
2023/5/10,Male,Kaohsiung,39,12th Gen Intel Core i5-1235U,16GB,512GB M.2 2230 PCIe NVMe SSD,Forest,45888,O
